id % case_no % time % shift % date % location % latitude % longitude % incident_type
410 % B11-001281 % 8:59pm % II % May24,2011 %  100 Block of Lyons Ct Madison Madison AL % 34.684236 % -86.758068 %  HARASSMENT
411 % B11-001283 % 1:00am % III % May24,2011 %  City Of Madison, 109 Thornberry Ln Madison Madison AL % 34.715612 % -86.778822 %  DISCHARGING FIREARM IN CITY LIMITS
412 % B11-001284 % 1:15am % III % May25,2011 %  area of Browns Ferry Rd @ Balch Rd Madison Madison AL % 34.736263 % -86.7677993 %  UNAUTHORIZED USE OF AUTO
413 % B11-001285 % 1:55am % III % May25,2011 %  300 Block of Shelton Rd Madison AL % 34.6949221 % -86.7202212 %  DUTY UPON STRIKING A FIXED OBJECT
414 % B11-001286 % 1:00pm % I % May23,2011 %  100 Block of Oakhurst Dr Madison AL % 34.731062 % -86.713396 %  THEFT OF LOST PROPERTY-3RD
415 % B11-001287 % 9:09am % I % May25,2011 %  3000 Block of Wall Triana Hwy Madison AL % 34.6544455 % -86.7580104 %  DOMESTIC VIOLENCE 3RD
416 % B11-001288 % 9:18am % I % May25,2011 %  200 Block of Kyser Blvd Madison Madison AL % 34.6889588 % -86.7573764 %  DOMESTIC VIOLENCE 3RD
417 % B11-001289 % 10:30am % I % May25,2011 %  7000 Block of Madison Blvd Madison AL % 34.6810361 % -86.7406046 %  ILLEGAL POSS/USE CREDIT CARD
418 % B11-001290 % 10:34am % I % May25,2011 %  100 Block of Ox Bow Ct Madison AL % 34.709322 % -86.753282 %  DEATH INVESTIGATION
419 % B11-001293 % 1:35pm % I % May25,2011 %  200 Block of Gillespie Rd Madison Madison AL % 34.7287223 % -86.7462748 %  BURGLARY-3RD
420 % B11-001294 % 1:20pm % I % May25,2011 %  1000 Block of Cardinal Ave Madison AL % 34.705164 % -86.727756 %  IDENTITY THEFT
421 % B11-001295 % 4:00pm % II % May25,2011 %  City Of Madison, 100 Hughes Rd Madison AL % 34.7009662 % -86.7428672 %  DISORDERLY CONDUCT
422 % B11-001296 % 4:00pm % II % May25,2011 %  100 Block of Hughes Rd Madison AL % 34.7009662 % -86.7428672 %  SIMPLE ASSAULT-POLICE OFFICER
423 % B11-001299 % 9:40am % I % May26,2011 %  200 Block of Harold Dr Madison AL % 34.6008851 % -86.7462381 %  DOMESTIC VIOLENCE 3RD
424 % B11-001300 % 10:00am % I % May26,2011 %  7000 Block of Old Madison Pike Madison Madison AL % 34.7134374 % -86.6811896 %  ILLEGAL POSS/USE CREDIT CARD
425 % B11-001302 % 12:15pm % I % May26,2011 %  200 Block of Gemini Dr Madison Madison AL % 34.72813 % -86.7079937 %  HARASSING COMMUNICATIONS
426 % B11-001306 % 4:55pm % II % May26,2011 %  100 Block of Hughes Rd Madison AL % 34.7009662 % -86.7428672 %  THEFT BY DECEPTION
427 % B11-001308 % 8:45pm % II % May26,2011 %  8000 Block of Old Madison Pike Madison AL % 34.707063 % -86.720286 %  HARASSING COMMUNICATIONS
428 % B11-001309 % 11:00pm % III % May26,2011 %  100 Block of Angela Dr Madison AL % 34.728787 % -86.753857 %  THEFT 3RD DEGREE
429 % B11-001310 % 11:49pm % III % May26,2011 %  8000 Block of Madison Blvd Madison AL % 34.6916999 % -86.7183959 %  DOMESTIC VIOLENCE 3RD
430 % B11-001312 % 1:30am % III % May27,2011 %  City Of Madison, Village Ln / Wall Triana Hwy Madison AL % 38.7273339 % -90.0983137 %  LIQUOR-(MINOR IN POSSESSION)
431 % B11-001316 % 5:40pm % II % May27,2011 %  100 Block of Liberty Dr Madison AL % 34.7197729 % -86.7527188 %  HARASSING COMMUNICATIONS
432 % B11-001317 % 6:45pm % II % May27,2011 %  800 Block of Crestview Dr Madison AL % 34.7103991 % -86.7323684 %  UNAUTHORIZED USE OF AUTO
433 % B11-001319 % 8:20pm % II % May27,2011 %  100 Block of Mill Walk Ct Madison AL % 34.7001193 % -86.7662768 %  THEFT 3RD DEGREE
434 % B11-001320 % 8:35pm % II % May27,2011 %  8000 Block of Madison Blvd Madison AL % 34.6916999 % -86.7183959 %  HARASSMENT
435 % B11-001321 % 8:10pm % II % May27,2011 %  7000 Block of Hwy 72 Madison Madison AL % 34.7559545 % -86.7260735 %  THEFT 1ST DEGREE
436 % B11-001325 % 10:51am % I % May28,2011 %  100 Block of Shelton Rd Madison Madison AL % 34.6930512 % -86.7159831 %  AUTO THEFT-1ST DEGREE
437 % B11-001331 % 6:20pm % II % May28,2011 %  200 Block of Pine Ridge Circle Madison Madison AL % 34.6982036 % -86.7258338 %  THEFT 3RD DEGREE
438 % B11-001335 % 5:25pm % II % May29,2011 %  8000 Block of Madison Blvd Madison AL % 34.6916999 % -86.7183959 %  THEFT 2ND DEGREE
439 % B11-001336 % 5:50pm % II % May29,2011 %  Dollar General Store, 7950 Highway 72 W Madison AL % 34.6992579 % -86.7483318 %  THEFT 3RD DEGREE
440 % B11-001338 % 8:52pm % II % May29,2011 %  City Of Madison, Clift Dr / Sharp Blvd Madison AL % 34.70121 % -86.737146 %  MINOR OBTAINING ALCOHOLIC BEVERAGE (UNDER 21)
441 % B11-001346 % 4:21pm % II % May30,2011 %  Hunter Chase Apartments, 340 Gillespie Rd Madison AL % 34.727315 % -86.75237 %  CRIMINAL TRESPASS
442 % B11-001347 % 9:44pm % II % May30,2011 %  1000 Block of Abby Ln Madison AL % 34.722998 % -86.751767 %  THEFT 3RD DEGREE
443 % B11-001348 % 10:28pm % III % May30,2011 %  100 Block of Long Bow Dr Madison AL % 34.7090697 % -86.7526345 %  THEFT 3RD DEGREE
444 % B11-001349 % 10:30am % I % May31,2011 %  Dollar General, 7950 Highway 72 W Madison Madison AL % 34.6992579 % -86.7483318 %  THEFT 3RD DEGREE
445 % B11-001350 % 12:00pm % I % May31,2011 %  100 Block of Mickelo Ln Madison AL % 34.722803 % -86.755536 %  HARASSING COMMUNICATIONS
446 % B11-001352 % 1:50pm % I % May31,2011 %  8000 Block of Highway 72 W Madison AL % 34.7523886 % -86.749341 %  BREAKING AND ENTERING A VEHICLE
447 % B11-001354 % 8:40pm % II % May31,2011 %  100 Block of Garner St Madison Madison AL % 34.6916762 % -86.7482822 %  THEFT 3RD DEGREE
448 % B11-001355 % 9:50am % I % June01,2011 %  100 Block of Corrine Dr Madison AL % 34.737445 % -86.7789279 %  CRIMINAL MISCHIEF-3RD
449 % B11-001356 % 10:20am % I % June01,2011 %  100 Block of Thomas Dr Madison AL % 34.7366694 % -86.7411588 %  THEFT 2ND DEGREE
450 % B11-001356 % 10:20am % I % I %  100 Block of Thomas Dr Madison AL % 34.7366694 % -86.7411588 %  CRIMINAL TRESPASS
451 % B11-001357 % 3:09pm % II % June01,2011 %  100 Block of Shelton Rd Madison AL % 34.6930512 % -86.7159831 %  CRIMINAL TRESPASS
452 % B11-001357 % 3:09pm % II % II %  100 Block of Shelton Rd Madison AL % 34.6930512 % -86.7159831 %  HARASSMENT
453 % B11-001358 % 2:12am % III % June02,2011 %  100 Block of Royal Dr Madison Madison AL % 34.684266 % -86.752033 %  HARASSING COMMUNICATIONS
454 % B11-001359 % 5:40am % III % June02,2011 %  100 Block of Long Bow Dr Madison AL % 34.7090697 % -86.7526345 %  CRIMINAL MISCHIEF-3RD
455 % B11-001360 % 6:35am % I % June02,2011 %  100 Block of Garner St Madison AL % 34.6916762 % -86.7482822 %  BURGLARY-2ND
456 % B11-001360 % 6:35am % I % I %  100 Block of Garner St Madison AL % 34.6916762 % -86.7482822 %  THEFT 2ND DEGREE
457 % B11-001361 % 9:18am % I % June02,2011 %  Madison Public Works, 117 Royal Dr Madison AL % 34.682685 % -86.7558279 %  UTILITY DIVERSION, TAMPERING, ETC
458 % B11-001364 % 7:00pm % II % June02,2011 %  200 Block of Continental Dr Madison AL % 34.6942121 % -86.784765 %  DOMESTIC VIOLENCE 3RD
459 % B11-001365 % 6:07pm % II % June02,2011 %  3000 Block of Sullivan St Madison AL % 34.69163 % -86.751396 %  THEFT OF LOST PROPERTY-2ND
460 % B11-001366 % 6:55pm % II % June02,2011 %  1000 Block of Angela Dr Madison AL % 34.7273807 % -86.7539434 %  THEFT 3RD DEGREE
461 % B11-001367 % 2:00am % III % June03,2011 %  100 Block of Melody Ln Madison AL % 34.7255506 % -86.7178729 %  DOMESTIC VIOLENCE 3RD
462 % B11-001368 % 9:00am % I % June03,2011 %  State Of Alabama, 206 Kelsey Lynn Ln Madison AL % 34.7977 % -86.698961 %  POSSESSION OF PORNOGRAPHY
463 % B11-001377 % 5:45pm % II % June04,2011 %  State Of Alabama, 1329 Browns Ferry Rd Madison AL % 34.722754 % -86.777807 %  ESCAPE 2ND
464 % B11-001380 % 2:11pm % II % June05,2011 %  100 Block of Hardiman Place Ln Madison AL % 34.6990671 % -86.7960691 %  DOMESTIC VIOLENCE 3RD
465 % B11-001381 % 3:35pm % II % June05,2011 %  7000 Block of Old Madison Pike Madison AL % 34.7134374 % -86.6811896 %  CRIMINAL MISCHIEF-3RD
466 % B11-001384 % 11:15pm % III % June05,2011 %  600 Block of Browns Ferry Rd Madison AL % 34.7068673 % -86.7627351 %  DOMESTIC VIOLENCE 3RD
467 % B11-001385 % 10:40pm % III % June05,2011 %  8000 Block of Madison Blvd Madison AL % 34.6916999 % -86.7183959 %  COLLISION WITH UNATTENDED VEHICLE
468 % B11-001386 % 1:30am % III % June06,2011 %  900 Block of Browns Ferry Rd Madison AL % 34.712987 % -86.768796 %  BURGLARY-3RD
469 % B11-001386 % 1:30am % III % III %  900 Block of Browns Ferry Rd Madison AL % 34.712987 % -86.768796 %  THEFT 2ND DEGREE
470 % B11-001387 % 5:10am % III % June06,2011 %  100 Block of Liberty Dr Madison AL % 34.7197729 % -86.7527188 %  AGGRAVATED ASSAULT 2ND NON FAMILY GUN
471 % B11-001388 % 9:50am % I % June06,2011 %  8000 Block of Madison Blvd Madison AL % 34.6916999 % -86.7183959 %  CRIMINAL MISCHIEF-2ND
472 % B11-001389 % 10:30am % I % June06,2011 %  Casa Blanca, 140 Browns Ferry Rd Madison AL % 34.7061607 % -86.74395 %  BURGLARY-3RD
473 % B11-001389 % 10:30am % I % I %  Casa Blanca, 140 Browns Ferry Rd Madison AL % 34.7061607 % -86.74395 %  THEFT 1ST DEGREE
474 % B11-001390 % 11:23am % I % June06,2011 %  State Of Alabama, 100 Hughes Rd Madison AL % 34.7009662 % -86.7428672 %  FUGITIVE FROM JUSTICE
475 % B11-001391 % 12:45pm % I % June06,2011 %  100 Block of Sanoma Dr Madison AL % 34.716919 % -86.724255 %  IDENTITY THEFT
476 % B11-001392 % 1:43pm % I % June06,2011 %  200 Block of Big Oak Ln Madison AL % 34.7299248 % -86.7527975 %  IDENTITY THEFT
477 % B11-001393 % 2:24pm % II % June06,2011 %  100 Block of Champions Green Ln Madison AL % 34.748214 % -86.739755 %  THEFT 3RD DEGREE
478 % B11-001394 % 2:17pm % II % June06,2011 %  7000 Block of Old Madison Pike Madison AL % 34.7134374 % -86.6811896 %  BURGLARY-3RD
479 % B11-001395 % 2:46pm % II % June06,2011 %  100 Block of Bridgeport Cir Madison AL % 34.733271 % -86.770442 %  IDENTITY THEFT
480 % B11-001396 % 4:37pm % II % June06,2011 %  100 Block of Little Oak Madison AL % 34.7298931 % -86.7528166 %  IDENTITY THEFT
481 % B11-001397 % 8:00pm % II % June06,2011 %  Dollar General # 7037, 7950 Highway 72 W Madison AL % 34.6992579 % -86.7483318 %  THEFT 3RD DEGREE
482 % B11-001398 % 11:55am % I % June07,2011 %  7000 Block of Old Madison Pike Madison AL % 34.7134374 % -86.6811896 %  THEFT 3RD DEGREE
483 % B11-001399 % 12:40pm % I % June07,2011 %  Big A, 9116 Madison Blvd Madison AL % 45.3555568 % -111.7412725 %  THEFT 3RD DEGREE
484 % B11-001400 % 2:09pm % II % June07,2011 %  Gone Fish`N, 7559 Highway 72 W Madison AL % 34.6992579 % -86.7483318 %  CRIMINAL MISCHIEF-1ST
485 % B11-001405 % 11:08pm % III % June07,2011 %  200 Block of Water Hill Rd Madison AL % 34.6947209 % -86.723159 %  DOMESTIC VIOLENCE 3RD
486 % B11-001406 % 1:41am % III % June08,2011 %  100 Block of Teal Park Ln Madison AL % 34.715108 % -86.757233 %  HARASSING COMMUNICATIONS
487 % B11-001406 % 1:41am % III % III %  100 Block of Teal Park Ln Madison AL % 34.715108 % -86.757233 %  CRIMINAL TRESPASS
488 % B11-001407 % 10:08am % I % June08,2011 %  100 Block of Angela Dr Madison AL % 34.728787 % -86.753857 %  CRIMINAL MISCHIEF-3RD
489 % B11-001408 % 11:45am % I % June08,2011 %  100 Block of Leabrook Dr Madison AL % 34.7439307 % -86.7465463 %  HARASSING COMMUNICATIONS
490 % B11-001409 % 2:35pm % II % June08,2011 %  Southerland Group, 120 Michael Av Madison AL % 34.724874 % -86.752437 %  CRIMINAL MISCHIEF-3RD
491 % B11-001410 % 3:42pm % II % June08,2011 %  1000 Block of Hughes Rd Madison AL % 34.7218484 % -86.7416113 %  THEFT 3RD DEGREE
492 % B11-001411 % 5:05pm % II % June08,2011 %  8000 Block of Old Madison Pike Madison AL % 34.707063 % -86.720286 %  THEFT 3RD DEGREE
493 % B11-001412 % 6:00pm % II % June08,2011 %  100 Block of Bayview Cove Madison AL % 34.7342166 % -86.7132124 %  HARASSMENT
494 % B11-001413 % 5:44pm % II % June08,2011 %  100 Block of Bridletrace Ln Madison AL % 34.709014 % -86.711823 %  COLLISION WITH UNATTENDED VEHICLE
495 % B11-001414 % 7:00pm % II % June07,2011 %  Southerland Group, 120 Michael Av Madison AL % 34.724874 % -86.752437 %  CRIMINAL MISCHIEF-3RD
496 % B11-001415 % 7:35pm % II % June08,2011 %  100 Block of Overbrook Dr Madison AL % 34.710071 % -86.756794 %  THEFT 3RD DEGREE
497 % B11-001416 % 8:30pm % II % June08,2011 %  Huntsville Utilities, Hughes Rd Madison AL % 34.7218484 % -86.7416113 %  DUTY UPON STRIKING A FIXED OBJECT
498 % B11-001417 % 10:38pm % III % June08,2011 %  900 Block of Colonial Lake Dr Madison AL % 34.6892309 % -86.7317075 %  DOMESTIC VIOLENCE 3RD
499 % B11-001420 % 11:10am % I % June09,2011 %  Water And Wastewater Board, 8050 Highway 72 W Madison AL % 34.6992579 % -86.7483318 %  THEFT 2ND DEGREE
500 % B11-001421 % 12:45pm % I % June09,2011 %  Uncle Bob`S Self Storage, 8036 Madison Blvd Madison AL % 34.690734 % -86.719467 %  HARASSING COMMUNICATIONS
501 % B11-001422 % 4:39pm % II % June09,2011 %  900 Block of S Interlaken Dr Madison AL % 34.711651 % -86.752513 %  HARASSMENT
502 % B11-001423 % 5:11pm % II % June09,2011 %  City Of Madison, 8466 Old Madison Pike Madison AL % 34.707225 % -86.740435 %  PUBLIC LEWDNESS
503 % B11-001426 % 2:30am % III % June10,2011 %  300 Block of Pension Row Madison AL % 34.6969047 % -86.7550897 %  HARASSING COMMUNICATIONS
504 % B11-001427 % 6:48am % I % June10,2011 %  8000 Block of Old Madison Pike Madison AL % 34.707063 % -86.720286 %  SIMPLE ASSAULT
505 % B11-001430 % 12:04pm % I % June10,2011 %  400 Block of Thoreau Spring Rd Madison AL % 34.724914 % -86.774445 %  BURGLARY-3RD
506 % B11-001430 % 12:04pm % I % I %  400 Block of Thoreau Spring Rd Madison AL % 34.724914 % -86.774445 %  THEFT 3RD DEGREE
507 % B11-001448 % 10:13am % I % June12,2011 %  100 Block of Overbrook Dr Madison AL % 34.710071 % -86.756794 %  DOMESTIC VIOLENCE 3RD
508 % B11-001449 % 1:57pm % I % June12,2011 %  100 Block of Hughes Rd Madison AL % 34.7009662 % -86.7428672 %  DOMESTIC VIOLENCE 3RD
509 % B11-001452 % 12:51am % III % June13,2011 %  1000 Block of Water Hill Rd Madison AL % 34.6923837 % -86.7254042 %  DOMESTIC VIOLENCE 3RD
510 % B11-001453 % 3:30am % III % June13,2011 %  1000 Block of Water Hill Rd Madison AL % 34.6923837 % -86.7254042 %  DOMESTIC VIOLENCE 3RD
511 % B11-001456 % 5:29pm % II % June13,2011 %  100 Block of Plaza Blvd Madison AL % 34.707213 % -86.745907 %  THEFT 2ND DEGREE
512 % B11-001458 % 11:20pm % III % June13,2011 %  Dollar General # 7037, 7950 Highway 72 W Madison AL % 34.6992579 % -86.7483318 %  THEFT 3RD DEGREE
513 % B11-001460 % 8:50am % I % June14,2011 %  Alamo Car Rental, 9225 Madison Blvd Madison AL % 34.6717297 % -86.7610125 %  BREAKING AND ENTERING A VEHICLE
514 % B11-001460 % 8:50am % I % I %  Alamo Car Rental, 9225 Madison Blvd Madison AL % 34.6717297 % -86.7610125 %  BREAKING AND ENTERING A VEHICLE
515 % B11-001462 % 10:15am % I % June14,2011 %  900 Block of Hughes Rd Madison AL % 34.7270221 % -86.7414726 %  THEFT 3RD DEGREE
516 % B11-001465 % 11:45am % I % June14,2011 %  100 Block of Markum Ln Madison AL % 34.723602 % -86.75549 %  ILLEGAL POSS/USE CREDIT CARD
517 % B11-001466 % 12:01pm % I % June14,2011 %  At&T, 773 Palmer Rd Madison AL % 34.6923562 % -86.7813841 %  THEFT 2ND DEGREE
518 % B11-001467 % 4:14pm % II % June14,2011 %  100 Block of Royal Dr Madison AL % 34.684266 % -86.752033 %  CRIMINAL MISCHIEF-2ND
519 % B11-001468 % 5:45pm % II % June14,2011 %  Amerigas Propane, 8966 Madison Blvd Madison AL % 34.676375 % -86.753916 %  BREAKING AND ENTERING A VEHICLE
520 % B11-001469 % 6:19pm % II % June14,2011 %  City Of Madison, 8650 Madison Blvd Madison AL % 34.6837877 % -86.7409921 %  OTHER
521 % B11-001474 % 7:25am % I % June15,2011 %  200 Block of Watterson Way Madison AL % 34.7168 % -86.7906377 %  THEFT 2ND DEGREE
522 % B11-001475 % 8:00am % I % June15,2011 %  7000 Block of Highway 72 W Madison AL % 34.7536667 % -86.7085097 %  BREAKING AND ENTERING A VEHICLE
523 % B11-001476 % 11:29am % I % June15,2011 %  Breland Homes, 114 Healey Dr Madison AL % 34.689514 % -86.7910227 %  CRIMINAL MISCHIEF-3RD
524 % B11-001480 % 5:45am % III % June16,2011 %  7000 Block of Old Madison Pike Madison AL % 34.7134374 % -86.6811896 %  AUTO THEFT-1ST DEGREE
525 % B11-001481 % 9:30am % I % June16,2011 %  1000 Block of Hughes Rd Madison AL % 34.7218484 % -86.7416113 %  INSUFFICIENT FUNDS CHECK/NWNI
526 % B11-001483 % 12:50pm % I % June16,2011 %  10000 Block of County Line Rd Madison AL % 34.6632591 % -86.7869496 %  BREAKING AND ENTERING A VEHICLE
527 % B11-001484 % 4:20pm % II % June16,2011 %  200 Block of Jackies Ter Madison AL % 34.732883 % -86.783695 %  THEFT 3RD DEGREE
528 % B11-001486 % 7:50pm % II % June16,2011 %  1000 Block of Colonial Lake Dr Madison AL % 34.6900182 % -86.731688 %  IDENTITY THEFT
529 % B11-001499 % 9:35am % I % June18,2011 %  100 Block of Joe Phillips Rd Madison AL % 34.73672 % -86.785831 %  CRIMINAL MISCHIEF-3RD
530 % B11-001501 % 12:20pm % I % June18,2011 %  100 Block of Ivy Chase Dr Madison AL % 34.7027513 % -86.7807259 %  HARASSING COMMUNICATIONS
531 % B11-001502 % 12:18pm % I % June18,2011 %  Murphy Oil #5721, 8600 Madison Blvd Madison AL % 34.6818354 % -86.7401916 %  GAS DRIVEOFF
532 % B11-001503 % 6:14pm % II % June18,2011 %  7000 Block of Old Madison Pike Madison AL % 34.7134374 % -86.6811896 %  PUBLIC LEWDNESS
533 % B11-001511 % 10:30pm % III % June19,2011 %  100 Block of Brazelton Cir Madison AL % 34.6796419 % -86.740582 %  DOMESTIC VIOLENCE 3RD
534 % B11-001507 % 12:50am % III % June19,2011 %  100 Block of Hughes Rd Madison AL % 34.7009662 % -86.7428672 %  OTHER
535 % B11-001509 % 11:30am % I % June19,2011 %  200 Block of Colonial Lake Dr Madison AL % 34.6862293 % -86.7330073 %  ISSUING FALSE FINANCIAL STATEMENT
536 % B11-001510 % 6:23pm % II % June19,2011 %  100 Block of Manningham Dr Madison AL % 34.7158698 % -86.745246 %  ANIMAL BITE
537 % B11-001510 % 6:23pm % II % II %  100 Block of Manningham Dr Madison AL % 34.7158698 % -86.745246 %  ANIMAL BITE
538 % B11-001511 % 10:30pm % III % June19,2011 %  100 Block of Brazelton Cir Madison AL % 34.6796419 % -86.740582 %  DOMESTIC VIOLENCE 3RD
539 % B11-001512 % 8:31am % I % June20,2011 %  300 Block of Gillespie Rd Madison AL % 34.7287606 % -86.7502008 %  HARASSMENT
540 % B11-001514 % 9:59am % I % June20,2011 %  1000 Block of Cathedral Cir Madison AL % 34.7125666 % -86.7418676 %  BURGLARY-2ND
541 % B11-001515 % 12:14pm % I % June20,2011 %  9000 Block of Madison Blvd Madison AL % 34.6810361 % -86.7406046 %  IDENTITY THEFT
542 % B11-001516 % 12:31pm % I % June20,2011 %  8000 Block of Madison Blvd Madison AL % 34.6916999 % -86.7183959 %  HARASSING COMMUNICATIONS
543 % B11-001517 % 2:00pm % II % June20,2011 %  Dollar General Store, 7950 Highway 72 W Madison AL % 34.6992579 % -86.7483318 %  THEFT 3RD DEGREE
544 % B11-001518 % 8:23am % I % June21,2011 %  State Of Alabama, 100 Hughes Rd Madison AL % 34.7009662 % -86.7428672 %  FUGITIVE FROM JUSTICE
545 % B11-001519 % 5:21pm % II % June20,2011 %  300 Block of Gillespie Rd Madison AL % 34.7287606 % -86.7502008 %  THEFT 3RD DEGREE
546 % B11-001520 % 6:15pm % II % June20,2011 %  200 Block of Eastview Dr Madison AL % 34.720896 % -86.7152634 %  DOMESTIC VIOLENCE 3RD
547 % B11-001521 % 9:59pm % II % June20,2011 %  100 Block of Village Ln Madison AL % 34.7591003 % -86.7738854 %  BURGLARY-3RD
548 % B11-001523 % 9:45am % I % June21,2011 %  1000 Block of Mahan Dr Madison AL % 34.709981 % -86.719596 %  BREAKING AND ENTERING A VEHICLE
549 % B11-001525 % 4:05pm % II % June21,2011 %  1000 Block of Nolan Blvd Madison AL % 34.7087286 % -86.7276446 %  BREAKING AND ENTERING A VEHICLE
550 % B11-001526 % 4:27pm % II % June21,2011 %  100 Block of Castlewood Dr Madison AL % 34.7283518 % -86.7904536 %  THEFT OF SERVICES-3
551 % B11-001527 % 6:55pm % II % June21,2011 %  600 Block of Hughes Rd Madison AL % 34.7185872 % -86.7417194 %  THEFT 3RD DEGREE
552 % B11-001528 % 8:00pm % II % June21,2011 %  100 Block of Westscott Dr Madison AL % 34.6970717 % -86.7245209 %  HARASSING COMMUNICATIONS
553 % B11-001529 % 6:05pm % II % June21,2011 %  area of Hughes Rd / Mill Rd Madison AL % 34.6996087 % -86.7641144 %  DUTY TO STOP AND REMAIN AT SCENE
554 % B11-001531 % 12:20pm % I % June22,2011 %  100 Block of Atlanta Cir Madison AL % 34.7281853 % -86.7584131 %  DOMESTIC VIOLENCE 3RD
555 % B11-001532 % 12:20pm % I % June22,2011 %  100 Block of Atlanta Cir Madison AL % 34.7281853 % -86.7584131 %  DOMESTIC VIOLENCE 3RD
556 % B11-001533 % 1:22pm % I % June22,2011 %  9000 Block of Madison Blvd Madison AL % 34.6810361 % -86.7406046 %  BREAKING AND ENTERING A VEHICLE
557 % B11-001537 % 11:20pm % III % June22,2011 %  300 Block of Hughes Rd Madison AL % 34.707823 % -86.743411 %  BREAKING AND ENTERING A VEHICLE
558 % B11-001538 % 4:00am % III % June23,2011 %  8000 Block of Madison Blvd Madison AL % 34.6916999 % -86.7183959 %  RECEIVING STOLEN PROPERTY-3RD
559 % B11-001539 % 3:00am % III % June23,2011 %  7000 Block of Old Madison Pike Madison AL % 34.7134374 % -86.6811896 %  UNAUTHORIZED USE OTHER VEHICLE
560 % B11-001540 % 3:15am % III % June23,2011 %  State Of Alabama, 8371 Highway 72 W Madison AL % 34.7472426 % -86.7645603 %  CERTAIN PERSONS FORBIDDEN TO POSSESS PISTOL
561 % B11-001541 % 10:24am % I % June23,2011 %  1000 Block of Cardinal Av Madison AL % 34.705164 % -86.727756 %  ILLEGAL POSS/USE CREDIT CARD
562 % B11-001542 % 1:44pm % I % June23,2011 %  1000 Block of Hughes Rd Madison AL % 34.7218484 % -86.7416113 %  HARASSING COMMUNICATIONS
563 % B11-001543 % 1:44pm % I % June23,2011 %  1000 Block of Hughes Rd Madison AL % 34.7218484 % -86.7416113 %  HARASSING COMMUNICATIONS
564 % B11-001544 % 2:25pm % II % June23,2011 %  Dollar General, 7950 Highway 72 W Madison AL % 34.6992579 % -86.7483318 %  THEFT 3RD DEGREE
565 % B11-001550 % 6:06pm % II % June23,2011 %  200 Block of Evalyn St Madison AL % 34.695656 % -86.729281 %  HARASSING COMMUNICATIONS
566 % B11-001552 % 10:00pm % III % June23,2011 %  100 Block of Brydon Cir Madison AL % 34.7349085 % -86.7707399 %  SIMPLE ASSAULT
567 % B11-001555 % 10:45pm % III % June23,2011 %  100 Block of Hughes Rd Madison AL % 34.7009662 % -86.7428672 %  DUTY TO STOP AND REMAIN AT SCENE
568 % B11-001558 % 10:50am % I % June24,2011 %  200 Block of Waters Edge Ln Madison AL % 34.708565 % -86.738105 %  HARASSING COMMUNICATIONS
569 % B11-001576 % 12:30pm % I % June26,2011 %  8000 Block of Highway 72 W Madison AL % 34.7523886 % -86.749341 %  AGGRAVATED ASSAULT 2ND NON FAMILY OTHER WEAPON
570 % B11-001577 % 2:55am % III % June26,2011 %  500 Block of Highland Dr Madison AL % 34.711187 % -86.717851 %  DOMESTIC VIOLENCE 3RD
571 % B11-001579 % 2:55am % III % June26,2011 %  500 Block of Highland Dr Madison AL % 34.711187 % -86.717851 %  AGGRAVATED ASSAULT 2ND DOMESTIC VIOLENCE
572 % B11-001580 % 9:30am % I % June26,2011 %  1000 Block of Colonial Lake Dr Madison AL % 34.6900182 % -86.731688 %  AUTO THEFT-1ST DEGREE
573 % B11-001581 % 10:38am % I % June26,2011 %  100 Block of Angela Dr Madison AL % 34.728787 % -86.753857 %  UNAUTHORIZED USE OF AUTO
574 % B11-001582 % 5:34pm % II % June26,2011 %  300 Block of Bradford Farms Dr Madison AL % 34.7487561 % -86.7353513 %  CRIMINAL MISCHIEF-3RD
575 % B11-001586 % 10:25am % I % June27,2011 %  100 Block of Arlington Dr Madison AL % 34.6771894 % -86.756013 %  AUTO THEFT-1ST DEGREE
576 % B11-001587 % 12:20pm % I % June27,2011 %  Walmart Super Center #2690, 8650 Madison Blvd Madison AL % 34.6837877 % -86.7409921 %  THEFT 2ND DEGREE
577 % B11-001588 % 1:15pm % I % June27,2011 %  Minitman, 8002 Highway 72 W Madison AL % 34.6992579 % -86.7483318 %  THEFT 3RD DEGREE
578 % B11-001589 % 1:35pm % I % June27,2011 %  100 Block of Westscott Dr Madison AL % 34.6970717 % -86.7245209 %  DOMESTIC VIOLENCE 3RD
579 % B11-001590 % 2:15pm % II % June27,2011 %  200 Block of Kyser Blvd Madison AL % 34.6889588 % -86.7573764 %  IDENTITY THEFT
580 % B11-001591 % 2:36pm % II % June27,2011 %  100 Block of Liberty Dr Madison AL % 34.7197729 % -86.7527188 %  BURGLARY-2ND
581 % B11-001591 % 2:36pm % II % II %  100 Block of Liberty Dr Madison AL % 34.7197729 % -86.7527188 %  THEFT 2ND DEGREE
582 % B11-001592 % 3:16pm % II % June27,2011 %  Firehouse Subs, 8572 Madison Blvd Madison AL % 34.682964 % -86.738842 %  THEFT 3RD DEGREE
583 % B11-001593 % 4:10pm % II % June27,2011 %  300 Block of Celtic Dr Madison AL % 34.6845429 % -86.74493 %  THEFT 3RD DEGREE
584 % B11-001594 % 6:56pm % II % June27,2011 %  8000 Block of Old Madison Pike Madison AL % 34.707063 % -86.720286 %  BREAKING AND ENTERING A VEHICLE
